chr	pos	strand	context	ratio	eff_CT_count	C_count	CT_count	rev_G_count	rev_GA_count	CI_lower	CI_upper
chr1	160714	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160716	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160717	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160719	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160721	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160724	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160726	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160728	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160729	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160733	+	CG	1.000	1.00	1	1	2	2	0.207	1.000
chr1	160734	-	CG	1.000	3.00	3	3	1	1	0.438	1.000
chr1	160735	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160739	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160742	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160743	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160745	+	CG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160746	-	CG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160748	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160750	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160751	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160752	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160755	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160759	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160760	+	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160762	-	CHG	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160763	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160764	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160769	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160771	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160774	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160775	+	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	160778	-	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	160782	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160785	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160787	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160789	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160791	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160792	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160794	+	CG	1.000	1.00	1	1	3	3	0.207	1.000
chr1	160795	-	CG	1.000	3.00	3	3	1	1	0.438	1.000
chr1	160796	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160798	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160802	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160807	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160810	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160812	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160820	-	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	160824	+	CHH	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160827	+	CHG	0.000	1.00	0	1	3	3	0.000	0.793
chr1	160829	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160831	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160833	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	160835	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	160838	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160844	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160850	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160857	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160858	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160859	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160861	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160866	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160871	-	CG	1.000	2.00	2	2	0	0	0.342	1.000
chr1	160873	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160877	-	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	160884	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	160891	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161109	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161116	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161121	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161122	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161132	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161139	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161142	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161145	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161160	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161163	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161166	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161167	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161169	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161183	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161186	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161190	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161193	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161196	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161197	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161199	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161202	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161208	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161209	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161210	+	CG	1.000	2.00	2	2	0	0	0.342	1.000
chr1	161215	+	CG	1.000	2.00	2	2	0	0	0.342	1.000
chr1	161223	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161224	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161225	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161226	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161227	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161232	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161247	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161251	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161254	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161259	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161262	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161265	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161267	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161272	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161280	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161281	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161734	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161735	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161740	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161742	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161750	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161751	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161760	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161762	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161769	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161775	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161789	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161791	+	CG	0.500	2.00	1	2	0	0	0.095	0.905
chr1	161793	+	CG	0.500	2.00	1	2	0	0	0.095	0.905
chr1	161803	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161807	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161808	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161821	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161823	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161855	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161856	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161865	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161873	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161874	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161875	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161884	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	161889	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161892	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161895	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161901	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161909	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161910	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161912	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161913	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161915	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161916	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161918	+	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161931	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161943	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161947	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161951	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161953	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161959	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161961	+	CG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161964	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161976	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161983	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	161999	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	162013	+	CHH	0.000	2.00	0	2	0	0	0.000	0.658
chr1	162030	+	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	162036	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162040	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162042	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162045	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162046	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162048	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162049	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162053	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162055	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162061	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162066	+	CG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162071	+	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162073	+	CHG	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162179	-	CHH	0.000	1.00	0	1	0	0	0.000	0.793
chr1	162185	-	CHG	0.000	2.00	0	2	0	0	0.000	0.658
chr1	162191	-	CHG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162202	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162208	-	CG	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162212	-	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162220	+	CG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	162221	-	CG	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162222	-	CHG	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162233	+	CHH	0.500	2.00	1	2	5	5	0.095	0.905
chr1	162241	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162243	+	CHG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162244	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162245	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162247	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162248	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162251	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162253	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162254	+	CHG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162256	-	CHG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162257	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162260	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162263	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162264	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162265	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162270	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162271	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162274	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162281	+	CHG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162283	-	CHG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162284	+	CHH	0.500	2.00	1	2	5	5	0.095	0.905
chr1	162287	+	CHG	0.250	4.00	1	4	5	5	0.046	0.699
chr1	162289	-	CHG	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162300	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	162301	+	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	162304	-	CHH	0.200	5.00	1	5	6	6	0.036	0.624
chr1	162309	+	CHH	0.167	6.00	1	6	5	5	0.030	0.564
chr1	162313	+	CHH	0.000	6.00	0	6	5	5	0.000	0.390
chr1	162319	+	CHG	0.167	6.00	1	6	5	5	0.030	0.564
chr1	162320	+	CG	0.333	6.00	2	6	5	5	0.097	0.700
chr1	162321	-	CG	0.200	5.00	1	5	6	6	0.036	0.624
chr1	162329	+	CHH	0.167	6.00	1	6	4	4	0.030	0.564
chr1	162332	+	CHH	0.167	6.00	1	6	3	3	0.030	0.564
chr1	162338	+	CHH	0.000	6.00	0	6	2	2	0.000	0.390
chr1	162340	+	CHH	0.000	6.00	0	6	1	1	0.000	0.390
chr1	162345	+	CG	0.000	6.00	0	6	1	1	0.000	0.390
chr1	162346	-	CG	0.000	1.00	0	1	6	6	0.000	0.793
chr1	162350	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162353	+	CHH	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162355	+	CHH	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162356	+	CHH	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162360	+	CHG	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162361	+	CG	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162363	+	CG	0.000	6.00	0	6	0	0	0.000	0.390
chr1	162373	+	CHH	0.000	5.00	0	5	0	0	-0.000	0.434
chr1	162383	+	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162388	+	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162399	+	CHH	0.000	4.00	0	4	0	0	0.000	0.490
chr1	162400	+	CHH	0.000	4.00	0	4	1	1	0.000	0.490
chr1	162403	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	162405	-	CHH	0.000	1.00	0	1	4	4	0.000	0.793
chr1	162407	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162410	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	162413	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162416	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	162418	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	162422	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162423	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162426	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	162430	-	CHH	0.000	1.00	0	1	5	5	0.000	0.793
chr1	162431	+	CHH	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162433	+	CHG	0.000	5.00	0	5	1	1	-0.000	0.434
chr1	162435	-	CHG	0.000	1.00	0	1	4	4	0.000	0.793
chr1	162436	+	CHH	0.000	3.00	0	3	1	1	0.000	0.562
chr1	162439	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162440	+	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162445	+	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162446	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162447	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162448	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162452	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162454	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162457	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162459	+	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162461	-	CHG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162463	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162465	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162471	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162472	-	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162478	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162482	+	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162483	-	CG	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162484	+	CHH	0.000	1.00	0	1	1	1	0.000	0.793
chr1	162486	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162487	+	CHH	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162489	+	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162490	-	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162493	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162496	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162498	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162500	-	CHH	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162504	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162505	+	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162506	-	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162507	-	CHG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162508	+	CG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162509	-	CG	0.000	2.00	0	2	1	1	0.000	0.658
chr1	162511	+	CHG	0.000	1.00	0	1	2	2	0.000	0.793
chr1	162513	-	CHG	0.000	3.00	0	3	1	1	0.000	0.562
chr1	162520	-	CHH	0.000	3.00	0	3	2	2	0.000	0.562
chr1	162531	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162532	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162533	-	CHH	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162534	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162540	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162543	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162544	-	CG	0.000	5.00	0	5	2	2	-0.000	0.434
chr1	162546	+	CHH	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162548	+	CHG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162549	+	CG	0.000	2.00	0	2	5	5	0.000	0.658
chr1	162550	-	CG	0.250	4.00	1	4	3	3	0.046	0.699
chr1	162551	-	CHG	0.000	4.00	0	4	3	3	0.000	0.490
chr1	162553	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	162555	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	162559	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	162562	-	CHH	0.000	4.00	0	4	2	2	0.000	0.490
chr1	162563	+	CHH	0.000	2.00	0	2	4	4	0.000	0.658
chr1	162569	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	162571	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	162573	+	CHH	0.000	3.00	0	3	4	4	0.000	0.562
chr1	162577	-	CHH	0.000	4.00	0	4	3	3	0.000	0.490
chr1	162579	+	CG	0.000	3.00	0	3	4	4	0.000	0.562
chr1	162580	-	CG	0.000	4.00	0	4	4	4	0.000	0.490
chr1	162581	+	CHG	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162583	-	CHG	0.000	4.00	0	4	5	5	0.000	0.490
chr1	162584	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162585	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162602	-	CHH	0.250	4.00	1	4	6	6	0.046	0.699
chr1	162603	-	CHH	0.250	4.00	1	4	6	6	0.046	0.699
chr1	162605	-	CHH	0.250	4.00	1	4	6	6	0.046	0.699
chr1	162610	-	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	162612	-	CHH	0.250	4.00	1	4	6	6	0.046	0.699
chr1	162620	+	CHG	0.000	6.00	0	6	5	5	0.000	0.390
chr1	162622	-	CHG	0.000	5.00	0	5	7	7	-0.000	0.434
chr1	162624	-	CHH	0.200	5.00	1	5	8	8	0.036	0.624
chr1	162625	-	CHH	0.200	5.00	1	5	8	8	0.036	0.624
chr1	162642	+	CHH	0.125	8.00	1	8	4	4	0.022	0.471
chr1	162647	-	CHH	0.000	4.00	0	4	9	9	0.000	0.490
chr1	162649	+	CHH	0.111	9.00	1	9	4	4	0.020	0.435
chr1	162652	+	CG	0.111	9.00	1	9	4	4	0.020	0.435
chr1	162653	-	CG	0.000	4.00	0	4	9	9	0.000	0.490
chr1	162656	+	CHH	0.000	9.00	0	9	4	4	0.000	0.299
chr1	162661	-	CHH	0.000	4.00	0	4	10	10	0.000	0.490
chr1	162662	+	CHH	0.000	10.00	0	10	3	3	-0.000	0.278
chr1	162664	+	CHH	0.000	10.00	0	10	3	3	-0.000	0.278
chr1	162667	+	CHH	0.000	10.00	0	10	3	3	-0.000	0.278
chr1	162672	+	CHH	0.000	9.00	0	9	3	3	0.000	0.299
chr1	162675	-	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	162676	+	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162679	+	CG	0.000	9.00	0	9	1	1	0.000	0.299
chr1	162680	-	CG	0.000	1.00	0	1	9	9	0.000	0.793
chr1	162685	+	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162686	+	CHG	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162687	+	CG	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162688	-	CG	0.000	2.00	0	2	9	9	0.000	0.658
chr1	162689	-	CHG	0.000	2.00	0	2	9	9	0.000	0.658
chr1	162690	-	CHH	0.000	2.00	0	2	9	9	0.000	0.658
chr1	162694	+	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162697	+	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162698	+	CHH	0.000	9.00	0	9	2	2	0.000	0.299
chr1	162701	+	CHH	0.000	8.00	0	8	3	3	0.000	0.324
chr1	162704	-	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	162705	-	CHH	0.000	2.00	0	2	8	8	0.000	0.658
chr1	162708	+	CHH	0.000	5.33	0	8	2	3	0.000	0.419
chr1	162714	-	CHH	0.000	3.00	0	3	8	8	0.000	0.562
chr1	162717	+	CG	0.000	8.00	0	8	3	3	0.000	0.324
chr1	162718	-	CG	0.000	3.00	0	3	7	7	0.000	0.562
chr1	162720	+	CHH	0.000	7.00	0	7	3	3	0.000	0.354
chr1	162724	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	162725	-	CHH	0.000	4.00	0	4	7	7	0.000	0.490
chr1	162727	-	CHH	0.000	4.00	0	4	8	8	0.000	0.490
chr1	162733	-	CHH	0.000	4.00	0	4	6	6	0.000	0.490
chr1	162740	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	162742	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162747	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162750	-	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	162754	+	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162758	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162760	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162762	+	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162766	+	CHH	0.000	5.00	0	5	6	6	-0.000	0.434
chr1	162767	+	CHG	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162769	-	CHG	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162770	-	CHH	0.000	5.00	0	5	5	5	-0.000	0.434
chr1	162772	+	CHH	0.000	4.00	0	4	5	5	0.000	0.490
chr1	162775	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	162778	-	CHH	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	162780	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	162781	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	162784	-	CHH	0.000	2.50	0	5	2	4	-0.000	0.606
chr1	162786	-	CHH	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162791	+	CG	0.000	4.00	0	4	5	5	0.000	0.490
chr1	162792	-	CG	0.000	5.00	0	5	4	4	-0.000	0.434
chr1	162794	-	CHH	0.200	5.00	1	5	4	4	0.036	0.624
chr1	162796	+	CG	0.000	3.00	0	3	5	5	0.000	0.562
chr1	162797	-	CG	0.000	5.00	0	5	3	3	-0.000	0.434
chr1	162799	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
chr1	162800	+	CHH	0.000	3.00	0	3	5	5	0.000	0.562
